lat,long,altitude,pix
17.5,   1.05,  376,#E6C292
17.5,   1.55,  408,#F2C88E
17.5,   2.10,  366,#F1CA93
17.5,   2.60,  357,#F9D297
17.5,   3.15,  393,#F3D29F
17.5,   3.65,  356,#ECCA9C
17.5,   4.20,  330,#F4C88B
17.5,   4.70,  335,#E7C69B
17.5,   5.25,  367,#EEBF93
17.5,   5.75,  363,#DDB989
17.5,   6.30,  363,#E0AC84
17.5,   6.80,  384,#D2A179
17.5,   7.35,  418,#CB9770
17.5,   7.85,  512,#D0A77B
17.5,   8.40,  799,#E1C08D
17.5,   8.90,  839,#CEAD82
17.5,   9.45,  658,#F8D7A4
17.5,   9.95,  529,#FFE6B1
17.5,  10.50,  453,#FDEBBD
17.5,  11.00,  426,#FFF2C6
17.5,  11.55,  412,#FFF5C8
17.5,  12.05,  405,#FEF4C3
17.5,  12.60,  426,#FEF6D1
17.5,  13.10,  461,#FEF1C7
17.5,  13.60,  470,#FFECBF
17.5,  14.15,  469,#FFEABB
17.5,  14.65,  442,#FCE5B3
17.5,  15.20,  370,#F8D9AA
17.5,  15.70,  320,#FBDDA9
17.5,  16.25,  278,#FBDFB7
17.5,  16.75,  253,#F8DFB6
17.5,  17.30,  227,#FAE1B9
17.5,  17.80,  265,#FEDFB1
17.5,  18.35,  238,#F5D4A1
17.5,  18.85,  254,#F7D2A5
17.5,  19.40,  258,#EFCB99
17.5,  19.90,  351,#F2CB90
17.5,  20.45,  402,#FADBA5
17.5,  20.95,  430,#FFEAB6
17.5,  21.50,  892,#C79A61
17.5,  22.00,  886,#C09A6D
17.5,  22.55,  995,#BC9866
17.5,  23.05, 1053,#FBCA8F
17.5,  23.60,  990,#E3BD8C
17.5,  24.10,  726,#FEE8AC
17.5,  24.65,  638,#FCE2A5
17.5,  25.15,  606,#FFE4A8
17.5,  25.70,  596,#FDDC97
17.5,  26.20,  600,#FAC984
17.5,  26.70,  527,#FCDCA3
17.5,  27.25,  472,#F9D196
17.5,  27.75,  445,#FBDBA2
17.5,  28.30,  400,#F7D29B
17.5,  28.80,  377,#F7CF9B
17.5,  29.35,  327,#FAD9A3
17.5,  29.85,  394,#FBD398
17.5,  30.40,  318,#F4C688
17.5,  30.90,  388,#E1B06E
17.5,  31.45,  352,#F3C288
17.5,  31.95,  384,#E8C99B
17.5,  32.50,  398,#F6CF8E
17.5,  33.00,  425,#F4C381
17.5,  33.55,  375,#EEC186
17.5,  34.05,  358,#CFB084
17.5,  34.60,  374,#E2C299
17.5,  35.10,  393,#E4C295
17.5,  35.65,  429,#DCBC8D
17.5,  36.15,  540,#EFCFA6
17.5,  36.70,  523,#AD8F69
17.5,  37.20,  212,#C9B38C
17.5,  37.75,  322,#D6B991
17.5,  38.25, 1184,#906B3E
17.5,  38.80,   55,#DAC693
17.5,  39.30, -296,#2A6E7B
17.5,  39.85, -402,#2A6E7B
17.5,  40.35,-1217,#275666
17.5,  40.85, -108,#2B6F7C
17.5,  41.40, -120,#2F7380
17.5,  41.90,  -49,#2D717E
17.5,  42.45,   69,#CDAB7D
17.5,  42.95, 2126,#716130
17.5,  43.50, 2179,#D2B17E
17.5,  44.00, 1851,#AD8456
17.5,  44.55, 1162,#EDC48E
17.5,  45.05, 1038,#F1C183
17.5,  45.60,  887,#FCCF8E
17.5,  46.10,  845,#F9CC8B
17.5,  46.65,  747,#FBC680
17.5,  47.15,  740,#EABC8A
17.5,  47.70,  746,#F3C182
17.5,  48.20,  650,#F4C887
17.5,  48.75,  662,#D9B289
17.5,  49.25,  618,#DAB78D
17.5,  49.80,  601,#F9D8B5
17.5,  50.30,  618,#F6D7AB
17.5,  50.85,  713,#F1D2A6
17.5,  51.35,  759,#ECD2AD
17.5,  51.90,  723,#E8CB9F
17.5,  52.40,  668,#DEBE98
17.5,  52.95,  616,#D5B89A
17.5,  53.45,  532,#D1B796
17.5,  53.95,  552,#F2D9BA
17.5,  54.50,  600,#F1D4B4
17.5,  55.00,  815,#DBBD97
17.5,  55.55, -652,#2C707D
17.5,  56.05,  177,#998C7B
17.5,  56.60,-1526,#0D323A
17.5,  57.10,-1383,#10414F
17.5,  57.65,-2005,#113B47
17.5,  58.15,-2765,#19535F
17.5,  58.70,-3611,#114455
17.5,  59.20,-3655,#124153
17.5,  59.75,-3422,#14475A
17.5,  60.25,-3856,#124258
17.5,  60.80,-3941,#0E4154
17.5,  61.30,-3879,#0E4154
17.5,  61.85,-3825,#0D4053
17.5,  62.35,-3782,#0E4355
17.5,  62.90,-3728,#0F4456
17.5,  63.40,-3704,#104356
17.5,  63.95,-3626,#0F4456
17.5,  64.45,-3592,#124558
17.5,  65.00,-3502,#134659
17.5,  65.50,-3473,#104557
17.5,  66.05,-3460,#124558
17.5,  66.55,-3486,#104557
17.5,  67.05,-3696,#0F4456
17.5,  67.60,-3531,#104557
17.5,  68.10,-3522,#124558
17.5,  68.65,-3500,#124558
17.5,  69.15,-3511,#0F4456
17.5,  69.70,-3251,#124759
17.5,  70.20,-3135,#154A5C
17.5,  70.75,-2295,#1C4F60
17.5,  71.25, -598,#225E69
17.5,  71.80,  -63,#2E727F
17.5,  72.30, -121,#2C707D
17.5,  72.85,  -38,#2E7480
17.5,  73.35,  150,#725A36
17.5,  73.90,  869,#81603F
17.5,  74.40,  745,#9B7B55
17.5,  74.95,  557,#8D7750
17.5,  75.45,  456,#816D4A
17.5,  76.00,  466,#927855
17.5,  76.50,  523,#876F4D
17.5,  77.05,  492,#8E7755
17.5,  77.55,  607,#956D49
17.5,  78.10,  595,#A2815E
17.5,  78.60,  535,#A18764
17.5,  79.15,  311,#8E7E5D
17.5,  79.65,  217,#907F61
17.5,  80.15,  155,#77714F
17.5,  80.70,  133,#746D50
17.5,  81.20,  115,#665C39
17.5,  81.75,  330,#3C4824
17.5,  82.25,  268,#687154
17.5,  82.80,   11,#535A39
17.5,  83.30,  -40,#337583
17.5,  83.85,-1673,#15454F
17.5,  84.35,-2544,#154F5B
17.5,  84.90,-2640,#195160
17.5,  85.40,-2598,#18505F
17.5,  85.95,-2600,#1B5362
17.5,  86.45,-2554,#1A5364
17.5,  87.00,-2496,#1A5364
17.5,  87.50,-2414,#1B5467
17.5,  88.05,-2391,#1B5465
17.5,  88.55,-2408,#1B5465
17.5,  89.10,-2294,#1C5664
17.5,  89.60,-2248,#1C5566
17.5,  90.15,-2249,#1C5664
17.5,  90.65,-2217,#1B5465
17.5,  91.20,-2236,#1D5765
17.5,  91.70,-2244,#1D5667
17.5,  92.25,-2374,#1D5667
17.5,  92.75,-2573,#1A5261
17.5,  93.30,-2448,#1D5564
17.5,  93.80,-2571,#1F5869
17.5,  94.30,  -51,#307481
17.5,  94.85,  118,#305122
17.5,  95.35,   12,#8F7F5D
17.5,  95.90,   22,#8C7450
17.5,  96.40,   20,#485E30
17.5,  96.95,   34,#4A552A
17.5,  97.45,   26,#40491C
17.5,  98.00,   97,#43582F
17.5,  98.50, 1181,#58602D
17.5,  99.05,  244,#42512A
17.5,  99.55,  137,#4F5934
17.5, 100.10,   80,#8F7658
17.5, 100.60,  341,#345027
17.5, 101.15,  578,#5E562F
17.5, 101.65,  283,#4A5932
17.5, 102.20,  248,#68633D
17.5, 102.70,  194,#71633C
17.5, 103.25,  178,#67623C
17.5, 103.75,  173,#80724B
17.5, 104.30,  163,#8C7853
