lat,long,altitude,pix
-23.5, 175.90,-4447,#023B4E
-23.5, 176.45,-4502,#00364A
-23.5, 177.00,-4413,#003547
-23.5, 177.55,-4333,#063B4D
-23.5, 178.10,-4098,#0A3D50
-23.5, 178.65,-3667,#0D4051
-23.5, 179.20,-3033,#0F4255
-23.5, 179.75,-2465,#1A5261
-23.0,-179.75,-2517,#195160
-23.0,-179.20,-1737,#215A6B
-23.0,-178.65, -847,#1F5B65
-23.0,-178.10,-2777,#1C4F60
-23.0,-177.55,-1919,#1E5967
-23.0,-177.00,-2886,#09313B
-23.0,-176.45,-2016,#0B3646
-23.0,-175.95, -666,#16505E
-23.0,-175.40,-2515,#052B34
-23.0,-174.85,-6748,#000918
-23.0,-174.30,-7202,#01253D
-23.0,-173.75,-6006,#002639
-23.0,-173.20,-5929,#002C41
-23.0,-172.65,-5697,#002E42
-23.0,-172.15,-5812,#002C41
-23.0,-171.60,-5710,#012E43
-23.0,-171.05,-5601,#002D42
-23.0,-170.50,-5924,#002B40
-23.0,-169.95,-5647,#012B41
-23.0,-169.40,-5527,#002D42
-23.0,-168.85,-5586,#002D42
-23.0,-168.35,-5628,#002E42
-23.0,-167.80,-5529,#002C41
-23.0,-167.25,-5857,#002D42
-23.0,-166.70,-5608,#002E42
-23.0,-166.15,-5258,#00293F
-23.0,-165.60,-5266,#02222F
-23.0,-165.05,-5231,#003047
-23.0,-164.50,-5161,#002E42
-23.0,-164.00,-5090,#002F43
-23.0,-163.45,-5162,#002F43
-23.0,-162.90,-5069,#002F43
-23.0,-162.35,-4893,#003346
-23.0,-161.80,-4698,#012636
-23.0,-161.25,-4598,#00394C
-23.0,-160.70,-4745,#003346
-23.0,-160.20,-4635,#033347
-23.0,-159.65,-4852,#033043
-23.0,-159.10,-4764,#002C40
-23.0,-158.55,-4678,#003044
-23.0,-158.00,-4744,#053245
-23.0,-157.45,-5015,#002F43
-23.0,-156.90,-4950,#003044
-23.0,-156.40,-4940,#013145
-23.0,-155.85,-4927,#003449
-23.0,-155.30,-4840,#003245
-23.0,-154.75,-4311,#00131B
-23.0,-154.20,-4995,#00354C
-23.0,-153.65,-4607,#003344
-23.0,-153.10,-4463,#003B4D
-23.0,-152.60,-4540,#003849
-23.0,-152.05,-4438,#063E4F
-23.0,-151.50,-4840,#003245
-23.0,-150.95,-4218,#012B39
-23.0,-150.40,-4619,#002D3C
-23.0,-149.85,-4360,#01384C
-23.0,-149.30,-4279,#023B4E
-23.0,-148.80,-4599,#04374A
-23.0,-148.25,-4586,#003343
-23.0,-147.70,-4764,#003144
-23.0,-147.15,-4901,#002E42
-23.0,-146.60,-4818,#023143
-23.0,-146.05,-5367,#002F43
-23.0,-145.50,-4376,#03374C
-23.0,-145.00,-4095,#023145
-23.0,-144.45,-3684,#013648
-23.0,-143.90,-4751,#002D41
-23.0,-143.35,-4682,#023548
-23.0,-142.80,-4687,#003346
-23.0,-142.25,-4545,#013447
-23.0,-141.70,-4349,#013241
-23.0,-141.20,-4599,#003647
-23.0,-140.65,-4411,#013648
-23.0,-140.10,-4280,#0A3E53
-23.0,-139.55,-4069,#0B3E51
-23.0,-139.00,-4153,#013B51
-23.0,-138.45,-4419,#003446
-23.0,-137.90,-4293,#0B4052
-23.0,-137.40, -954,#06272C
-23.0,-136.85,-3785,#104354
-23.0,-136.30,-4245,#0E3E52
-23.0,-135.75,-4309,#0B3B4F
-23.0,-135.20,-3710,#144B5F
-23.0,-134.65,-3866,#0A3D50
