lat,long,altitude,pix
75.5,  -2.00,NA,#0E4154
75.5,   0.00,-3621,#0F4253
75.5,   2.00,-2854,#0F4051
75.5,   4.00,-3078,#134659
75.5,   5.95,-2625,#164453
75.5,   7.95,-2551,#1C4F60
75.5,   9.95,-2402,#1B5465
75.5,  11.95,-2035,#1E5969
75.5,  13.90, -880,#286874
75.5,  15.90, -287,#2C707D
75.5,  17.90, -126,#2D717E
75.5,  19.90,  -66,#2D717E
75.5,  21.90,  -46,#2E727F
75.5,  23.85, -105,#2D717E
75.5,  25.85, -160,#2D717E
75.5,  27.85, -253,#2C707D
75.5,  29.85, -336,#2C6E7C
75.5,  31.80, -321,#2C6E7C
75.5,  33.80, -196,#2B6D7B
75.5,  35.80, -157,#2D717E
75.5,  37.80, -183,#2D717E
75.5,  39.80, -242,#2C707D
75.5,  41.75, -241,#2C6E7C
75.5,  43.75, -301,#2B6F7C
75.5,  45.75, -305,#2C707D
75.5,  47.75, -269,#2C707D
75.5,  49.70, -253,#2C707D
75.5,  51.70, -146,#2D717E
75.5,  53.70, -126,#2D717E
75.5,  55.70, -192,#2C707D
75.5,  57.70,  505,#D6D2CF
75.5,  59.65,  932,#FFFFFF
75.5,  61.65,  422,#F5FAFD
75.5,  63.65, -150,#28626E
75.5,  65.65, -291,#296B77
75.5,  67.60, -268,#2C727E
75.5,  69.60, -150,#2D717E
75.5,  71.60, -126,#2E727F
75.5,  73.60,  -47,#2E7480
75.5,  75.60,  -47,#2E7480
75.5,  77.55,  -39,#2E7480
75.5,  79.55,  -44,#2E7480
75.5,  81.55,  -30,#2F7581
75.5,  83.55,  -47,#2F7581
75.5,  85.50,  -45,#2E7480
75.5,  87.50,  -25,#2F7581
75.5,  89.50,   -1,#3A4F46
75.5,  91.50,  209,#6B5A46
75.5,  93.50,  271,#6B6157
75.5,  95.45,  234,#7A664E
75.5,  97.45,  127,#71684B
75.5,  99.45,   19,#87775D
75.5, 101.45,  169,#776A48
75.5, 103.45,  315,#928273
75.5, 105.40,  306,#685F4E
75.5, 107.40,  212,#6C6440
75.5, 109.40,  890,#615849
75.5, 111.40,  474,#635C54
75.5, 113.35,   96,#6C5E43
75.5, 115.35,  -44,#2E7480
75.5, 117.35,  -21,#2E7480
75.5, 119.35,  -33,#2E7480
75.5, 121.35,  -53,#2E7480
75.5, 123.30,  -38,#2E727F
75.5, 125.30,  -40,#2E7480
75.5, 127.30,  -40,#2E7480
75.5, 129.30,  -42,#2E7480
75.5, 131.25,  -16,#2E7480
75.5, 133.25,  -22,#2E7480
75.5, 135.25,  -35,#2F7581
75.5, 137.25,   -1,#4D685F
75.5, 139.25,   44,#665F45
75.5, 141.20,    5,#AB9A7E
75.5, 143.20,   14,#665B47
75.5, 145.20,    5,#4E595B
75.5, 147.20,  -10,#2F7581
75.5, 149.15,  -20,#2D737F
75.5, 151.15,  -19,#2F7581
75.5, 153.15,  -19,#2F7581
75.5, 155.15,  -31,#2E7480
75.5, 157.15,  -38,#2E7480
75.5, 159.10,  -40,#2E7480
75.5, 161.10,  -44,#2E7480
75.5, 163.10,  -45,#2E7480
75.5, 165.10,  -62,#2E727F
75.5, 167.05,  -75,#2E727F
75.5, 169.05,  -98,#2E727F
75.5, 171.05, -147,#2D717E
75.5, 173.05, -197,#2D717E
75.5, 175.05, -239,#2B6F7C
75.5, 177.00, -382,#2C6E7C
75.5, 179.00, -765,#276977
76.0,-178.95,-1069,#246470
76.0,-176.90,-1532,#1F5A6A
76.0,-174.85,-2116,#1E5969
76.0,-172.80,-2028,#1D5B6A
76.0,-170.75,-1447,#236575
76.0,-168.70, -736,#2E727F
76.0,-166.65, -300,#2B6F7C
76.0,-164.55, -668,#286373
76.0,-162.50,-2102,#1F5869
76.0,-160.45,-2070,#1E5768
76.0,-158.40, -549,#2A6C7A
76.0,-156.35,-1062,#205A65
76.0,-154.30,-3794,#0D4254
76.0,-152.25,-3778,#0D4254
76.0,-150.15,-3787,#0D4252
76.0,-148.10,-3774,#0F4255
76.0,-146.05,-3776,#0F4255
76.0,-144.00,-3733,#0E4355
76.0,-141.95,-3702,#0E4355
76.0,-139.90,-3676,#104356
76.0,-137.85,-3650,#0F4456
76.0,-135.75,-3518,#124558
76.0,-133.70,-3442,#14495B
76.0,-131.65,-2791,#195160
76.0,-129.60,-1955,#205B6B
76.0,-127.55, -525,#2C6E7E
76.0,-125.50, -336,#2C6E7C
76.0,-123.45, -181,#2A6C78
76.0,-121.35,   77,#8C7C6F
76.0,-119.30, -166,#2C707D
76.0,-117.25,  -83,#2D737F
76.0,-115.20,  224,#AB9273
76.0,-113.15,  156,#84766B
76.0,-111.10, -180,#2D717E
76.0,-109.05,   82,#85796D
76.0,-106.95,  -63,#2F7581
76.0,-104.90, -153,#2D717E
76.0,-102.85,  121,#736960
76.0,-100.80,  114,#86786B
76.0, -98.75,  211,#837260
76.0, -96.70, -101,#2E727F
76.0, -94.65,  -38,#317381
76.0, -92.55,    2,#5D7A78
76.0, -90.50,   -4,#082439
76.0, -88.45,  -98,#2E727F
76.0, -86.40, -592,#276977
76.0, -84.35, -662,#296D7A
76.0, -82.30, -661,#2A6E7B
76.0, -80.25, -471,#225C68
76.0, -78.15, -113,#2E727F
76.0, -76.10, -289,#2C707D
76.0, -74.05, -395,#2C6E7C
76.0, -72.00, -386,#2C6E7C
76.0, -69.95, -521,#2B6D7B
76.0, -67.90, -103,#1F3950
76.0, -65.85, -293,#214859
76.0, -63.75, -257,#22505F
76.0, -61.70,  -21,#2B3C58
76.0, -59.65,  -88,#F2EDEA
76.0, -57.60,  223,#FFFFFF
76.0, -55.55,  614,#FFFFFF
76.0, -53.50,  430,#FFFFFF
76.0, -51.45,  417,#FFFFFF
76.0, -49.35,  336,#FFFFFF
76.0, -47.30,  236,#FFFFFF
76.0, -45.25,  -71,#FFFFFF
76.0, -43.20, -190,#FFFFFF
76.0, -41.15, -145,#FFFFFF
76.0, -39.10,  -70,#FFFFFF
76.0, -37.05,  129,#FFFFFF
76.0, -34.95,  264,#FFFFFF
76.0, -32.90,  132,#FFFFFF
76.0, -30.85,  380,#FFFFFF
76.0, -28.80,  751,#FFFFFF
76.0, -26.75, 1143,#FFFFFF
76.0, -24.70, 1098,#8F8C7D
76.0, -22.65,  824,#CBC0BE
76.0, -20.55,  426,#95866F
76.0, -18.50,   10,#69665F
76.0, -16.45,  -78,#2D737F
76.0, -14.40, -301,#2B6D7B
76.0, -12.35, -335,#286673
76.0, -10.30, -299,#2C6E7C
