lat,long,altitude,pix
25.0, -61.20,NA,NA
25.0, -60.65,-5870,NA
25.0, -60.10,-5642,NA
25.0, -59.55,-5642,NA
25.0, -59.00,-5738,NA
25.0, -58.45,-6168,NA
25.0, -57.90,-5958,NA
25.0, -57.35,-5958,NA
25.0, -56.80,-5206,NA
25.0, -56.25,-5966,NA
25.0, -55.70,-6317,NA
25.0, -55.15,-6387,NA
25.0, -54.60,-6336,NA
25.0, -54.05,-6000,NA
25.0, -53.50,-5242,NA
25.0, -52.90,-5091,NA
25.0, -52.35,-5174,NA
25.0, -51.80,-5009,NA
25.0, -51.25,-5371,NA
25.0, -50.70,-4755,NA
25.0, -50.15,-4821,NA
25.0, -49.60,-4321,NA
25.0, -49.05,-4726,NA
25.0, -48.50,-4559,NA
25.0, -47.95,-3988,NA
25.0, -47.40,-3930,NA
25.0, -46.85,-3284,NA
25.0, -46.30,-2552,NA
25.0, -45.75,-3084,NA
25.0, -45.20,-3101,NA
25.0, -44.65,-3189,NA
25.0, -44.10,-3228,NA
25.0, -43.55,-4170,NA
25.0, -43.00,-4220,NA
25.0, -42.45,-4444,NA
25.0, -41.90,-4227,NA
25.0, -41.35,-4377,NA
25.0, -40.80,-4614,NA
25.0, -40.25,-5026,NA
25.0, -39.70,-4883,NA
25.0, -39.15,-4618,NA
25.0, -38.60,-4766,NA
25.0, -38.05,-5013,NA
25.0, -37.50,-5556,NA
25.0, -36.95,-4874,NA
25.0, -36.40,-5155,NA
25.0, -35.85,-5535,NA
25.0, -35.30,-5561,NA
25.0, -34.75,-4958,NA
25.0, -34.20,-5951,NA
25.0, -33.65,-5767,NA
25.0, -33.10,-5984,NA
25.0, -32.55,-5919,NA
25.0, -32.00,-6339,NA
25.0, -31.40,-5853,NA
25.0, -30.85,-6031,NA
25.0, -30.30,-5264,NA
25.0, -29.75,-5895,NA
25.0, -29.20,-5288,NA
25.0, -28.65,-5653,NA
25.0, -28.10,-5555,NA
25.0, -27.55,-5445,NA
25.0, -27.00,-5372,NA
25.0, -26.45,-5394,NA
25.0, -25.90,-5332,NA
25.0, -25.35,-5284,NA
25.0, -24.80,-5209,NA
25.0, -24.25,-5158,NA
25.0, -23.70,-5066,NA
25.0, -23.15,-4982,NA
25.0, -22.60,-4841,NA
25.0, -22.05,-4731,NA
25.0, -21.50,-4574,NA
25.0, -20.95,-4362,NA
25.0, -20.40,-4039,NA
25.0, -19.85,-3805,NA
25.0, -19.30,-3390,NA
25.0, -18.75,-2992,NA
25.0, -18.20,-2916,NA
25.0, -17.65,-2980,NA
25.0, -17.10,-2698,NA
25.0, -16.55, -982,NA
25.0, -16.00,  -96,NA
25.0, -15.45,  -33,NA
25.0, -14.90,  -24,NA
25.0, -14.35,   57,NA
25.0, -13.80,  251,NA
25.0, -13.25,  190,NA
25.0, -12.70,  447,NA
25.0, -12.15,  335,NA
25.0, -11.60,  314,NA
25.0, -11.05,  283,NA
25.0, -10.45,  291,NA
25.0,  -9.90,  296,NA
25.0,  -9.35,  311,NA
25.0,  -8.80,  314,NA
25.0,  -8.25,  381,NA
25.0,  -7.70,  371,NA
25.0,  -7.15,  344,NA
25.0,  -6.60,  309,NA
