lat,long,altitude,pix
58.0, 129.60,NA,NA
58.0, 130.50,  806,NA
58.0, 131.45,  641,NA
58.0, 132.40,  801,NA
58.0, 133.35,  598,NA
58.0, 134.30,  712,NA
58.0, 135.25,  340,NA
58.0, 136.20,  449,NA
58.0, 137.10,  826,NA
58.0, 138.05,  785,NA
58.0, 139.00,  674,NA
58.0, 139.95,  896,NA
58.0, 140.90,  -83,NA
58.0, 141.85, -122,NA
58.0, 142.75, -148,NA
58.0, 143.70, -192,NA
58.0, 144.65, -164,NA
58.0, 145.60, -166,NA
58.0, 146.55, -168,NA
58.0, 147.50, -173,NA
58.0, 148.45, -117,NA
58.0, 149.35, -157,NA
58.0, 150.30, -159,NA
58.0, 151.25, -156,NA
58.0, 152.20, -168,NA
58.0, 153.15, -278,NA
58.0, 154.10, -271,NA
58.0, 155.05, -329,NA
58.0, 155.95, -124,NA
58.0, 156.90,  -79,NA
58.0, 157.85,   -3,NA
58.0, 158.80,   72,NA
58.0, 159.75,  167,NA
58.0, 160.70,  964,NA
58.0, 161.60,  393,NA
58.0, 162.55,  -22,NA
58.0, 163.50, -153,NA
58.0, 164.45,-2623,NA
58.0, 165.40,-3406,NA
58.0, 166.35,-3785,NA
58.0, 167.30,-3736,NA
58.0, 168.20,-3591,NA
58.0, 169.15,-3265,NA
58.0, 170.10,-1181,NA
58.0, 171.05,-1497,NA
58.0, 172.00,-3304,NA
58.0, 172.95,-3516,NA
58.0, 173.85,-3628,NA
58.0, 174.80,-3680,NA
58.0, 175.75,-3729,NA
58.0, 176.70,-3767,NA
58.0, 177.65,-3773,NA
58.0, 178.60,-3803,NA
58.0, 179.55,-3790,NA
58.0,-179.55,-3696,NA
58.0,-178.60,-3656,NA
58.0,-177.65,-3530,NA
58.0,-176.70,-3399,NA
58.0,-175.75,-2390,NA
58.0,-174.80,-2735,NA
58.0,-173.85, -111,NA
58.0,-172.95, -207,NA
58.0,-172.00,  -97,NA
58.0,-171.05, -131,NA
58.0,-170.10, -101,NA
58.0,-169.15,  -71,NA
58.0,-168.20,  -64,NA
58.0,-167.30,  -68,NA
58.0,-166.35,  -49,NA
58.0,-165.40,  -78,NA
58.0,-164.45,  -47,NA
58.0,-163.50,  -43,NA
58.0,-162.55,  -43,NA
58.0,-161.60,  -28,NA
58.0,-160.70,  -45,NA
58.0,-159.75,  -38,NA
58.0,-158.80,  -25,NA
58.0,-157.85,  -18,NA
58.0,-156.90,   23,NA
58.0,-155.95,  317,NA
58.0,-155.05,   76,NA
58.0,-154.10, -203,NA
58.0,-153.15,   -8,NA
58.0,-152.20, -144,NA
58.0,-151.25,  -79,NA
58.0,-150.30, -192,NA
58.0,-149.35, -290,NA
58.0,-148.45,-1067,NA
58.0,-147.50,-3392,NA
58.0,-146.55,-4850,NA
58.0,-145.60,-4020,NA
58.0,-144.65,-3768,NA
58.0,-143.70,-3661,NA
58.0,-142.75,-3720,NA
58.0,-141.85,-3649,NA
58.0,-140.90,-3478,NA
58.0,-139.95,-3356,NA
58.0,-139.00,-2904,NA
58.0,-138.05, -524,NA
58.0,-137.10, -383,NA
58.0,-136.20,  566,NA
58.0,-135.25,  535,NA
58.0,-134.30,  677,NA
58.0,-133.35, 1076,NA
58.0,-132.40, 1969,NA
58.0,-131.45, 1431,NA
58.0,-130.50, 1215,NA
58.0,-129.60, 1391,NA
58.0,-128.65, 1155,NA
58.0,-127.70, 1241,NA
58.0,-126.75, 1489,NA
58.0,-125.80, 1636,NA
58.0,-124.85, 2281,NA
58.0,-123.95, 1736,NA
58.0,-123.00,  860,NA
58.0,-122.05,  741,NA
58.0,-121.10,  502,NA
58.0,-120.15,  673,NA
58.0,-119.20,  680,NA
58.0,-118.25,  457,NA
58.0,-117.35,  350,NA
58.0,-116.40,  396,NA
58.0,-115.45,  308,NA
58.0,-114.50,  323,NA
58.0,-113.55,  413,NA
58.0,-112.60,  709,NA
58.0,-111.70,  261,NA
58.0,-110.75,  291,NA
58.0,-109.80,  433,NA
58.0,-108.85,  500,NA
58.0,-107.90,  552,NA
58.0,-106.95,  436,NA
58.0,-106.00,  435,NA
58.0,-105.10,  499,NA
58.0,-104.15,  456,NA
58.0,-103.20,  433,NA
58.0,-102.25,  351,NA
58.0,-101.30,  352,NA
58.0,-100.35,  361,NA
58.0, -99.40,  322,NA
58.0, -98.50,  268,NA
58.0, -97.55,  314,NA
58.0, -96.60,  302,NA
58.0, -95.65,  190,NA
58.0, -94.70,   97,NA
58.0, -93.75,   53,NA
58.0, -92.85,    9,NA
58.0, -91.90,  -45,NA
58.0, -90.95,  -72,NA
58.0, -90.00,  -65,NA
58.0, -89.05, -114,NA
58.0, -88.10, -149,NA
58.0, -87.15, -143,NA
58.0, -86.25, -124,NA
58.0, -85.30,  -93,NA
58.0, -84.35, -139,NA
