lat,long,altitude,pix
10.5, 133.45,-6146,#002B3E
10.5, 134.00,-5348,#002D44
10.5, 134.50,-4243,#0C4055
10.5, 135.00,-4055,#073F4E
10.5, 135.50,-4591,#013243
10.5, 136.00,-4292,#003549
10.5, 136.55,-4696,#023B4F
10.5, 137.05,-4568,#002C3F
10.5, 137.55,-4768,#002336
10.5, 138.05,-4348,#013A4D
10.5, 138.55,-6866,#020B14
10.5, 139.05,-4459,#033043
10.5, 139.60,-2492,#19586A
10.5, 140.10, -754,#2A5B69
10.5, 140.60,-3642,#0D3E4D
10.5, 141.10,-4327,#023D4F
10.5, 141.60,-3990,#0E3E52
10.5, 142.10,-4507,#023A4B
10.5, 142.65,-4898,#013145
10.5, 143.15,-4985,#013147
10.5, 143.65,-4865,#013447
10.5, 144.15,-4253,#083C4A
10.5, 144.65,-3402,#104557
10.5, 145.15,-3781,#0E4156
10.5, 145.70,-4127,#063142
10.5, 146.20,-5012,#002F43
10.5, 146.70,-3916,#104150
10.5, 147.20,-4951,#003245
10.5, 147.70,-5361,#013044
10.5, 148.20,-5498,#00283A
10.5, 148.75,-5314,#013044
10.5, 149.25,-5403,#002D42
10.5, 149.75,-5762,#022B41
10.5, 150.25,-5870,#002C41
10.5, 150.75,-5824,#002A3F
10.5, 151.25,-5736,#002D42
10.5, 151.80,-5649,#002C41
10.5, 152.30,-5647,#002D44
10.5, 152.80,-5653,#002D44
10.5, 153.30,-5690,#012E43
10.5, 153.80,-5692,#002C41
10.5, 154.30,-5671,#002D42
10.5, 154.85,-5640,#002D42
10.5, 155.35,-5546,#012E43
10.5, 155.85,-5596,#002A3F
10.5, 156.35,-5594,#042A3F
10.5, 156.85,-5515,#001F2D
10.5, 157.35,-5478,#002C41
10.5, 157.90,-5457,#002B40
10.5, 158.40,-5591,#002D42
10.5, 158.90,-5389,#022F44
10.5, 159.40,-5428,#002D42
10.5, 159.90,-4959,#013648
10.5, 160.40,-2565,#0E4250
10.5, 160.95,-3742,#0F3245
10.5, 161.45,-4080,#0A3A4E
10.5, 161.95,-3667,#104557
10.5, 162.45,-3470,#0D475B
10.5, 162.95,-4523,#003346
10.5, 163.45,-4286,#003B4D
10.5, 164.00,-4809,#002D41
10.5, 164.50,-4862,#003141
10.5, 165.00,-4593,#003344
10.5, 165.50,-4826,#003346
10.5, 166.00,-4456,#043448
10.5, 166.55,-3441,#010A0F
10.5, 167.05,-3752,#073A4D
10.5, 167.55,-4276,#023749
10.5, 168.05,-4515,#00354A
10.5, 168.55,-4628,#003346
10.5, 169.05,-4696,#00394C
10.5, 169.60,-4279,#003A4C
10.5, 170.10,-3058,#113F4F
10.5, 170.60,-3597,#163748
10.5, 171.10,-4750,#032838
