lat,long,altitude,pix,rain,snow
27.0, -45.70,-3421,#134A5E, 11532.4,     0.0
27.0, -45.15,-3286,#0E3D4D, 11135.1,     0.0
27.0, -44.60,-2915,#1E4A55, 11149.7,     0.0
27.0, -44.00,-3072,#17414D, 11095.3,     0.0
27.0, -43.45,-3912,#204C59, 10809.3,     0.0
27.0, -42.90,-4170,#043846, 10639.7,     0.0
27.0, -42.35,-3742,#0C4153, 10112.6,     0.0
27.0, -41.80,-4328,#04394B,  9700.0,     0.0
27.0, -41.20,-4243,#022D3D,  9628.2,     0.0
27.0, -40.65,-4266,#002237,  9286.3,     0.0
27.0, -40.10,-4828,#013447,  8580.1,     0.0
27.0, -39.55,-4709,#00394F,  8526.9,     0.0
27.0, -38.95,-4404,#002A3B,  8414.0,     0.0
27.0, -38.40,-5395,#032433,  8071.5,     0.0
27.0, -37.85,-5175,#023246,  7793.1,     0.0
27.0, -37.30,-4501,#033649,  7842.5,     0.0
27.0, -36.75,-4648,#033141,  7937.9,     0.0
27.0, -36.15,-5037,#002632,  7739.4,     0.0
27.0, -35.60,-5193,#02283B,  7504.3,     0.0
27.0, -35.05,-5016,#062D3C,  7048.5,     0.0
27.0, -34.50,-5098,#042E44,  7078.2,     0.0
27.0, -33.95,-5227,#002637,  6752.1,     0.0
27.0, -33.35,-5220,#012C3F,  6380.1,     0.0
27.0, -32.80,-5136,#002E42,  5977.9,     0.0
27.0, -32.25,-5373,#022F46,  5774.4,     0.0
27.0, -31.70,-5171,#052C3D,  5597.5,     0.0
27.0, -31.10,-5471,#00273D,  5413.0,     0.0
27.0, -30.55,-5476,#002D3D,  5284.9,     0.0
27.0, -30.00,-5306,#002D44,  5274.2,     0.0
27.0, -29.45,-5299,#002A3D,  4938.8,     0.0
27.0, -28.90,-5342,#002E42,  4694.5,     0.0
27.0, -28.30,-5224,#002B3C,  4464.8,     0.0
27.0, -27.75,-5286,#003046,  4271.0,     0.0
27.0, -27.20,-5165,#003047,  4078.3,     0.0
27.0, -26.65,-5242,#002F43,  3901.4,     0.0
27.0, -26.05,-5177,#013044,  3695.8,     0.0
27.0, -25.50,-5178,#013145,  3568.7,     0.0
27.0, -24.95,-5014,#023145,  3351.1,     0.0
27.0, -24.40,-5166,#003046,  3230.0,     0.0
27.0, -23.85,-5094,#003044,  2900.7,     0.0
27.0, -23.25,-4976,#003245,  2734.3,     0.0
27.0, -22.70,-4933,#013145,  2568.4,     0.0
27.0, -22.15,-4889,#003247,  2385.3,     0.0
27.0, -21.60,-4790,#003547,  2065.6,     0.0
27.0, -21.05,-4673,#01354A,  1929.0,     0.0
27.0, -20.45,-4497,#00374B,  1718.2,     0.0
27.0, -19.90,-4261,#0B3B4F,  1613.7,     0.0
27.0, -19.35,-4023,#0B4052,  1430.0,     0.0
27.0, -18.80,-3811,#114457,  1361.1,     0.0
27.0, -18.20,-3770,#0E4355,  1232.8,     0.0
